ALTER SESSION SET NLS_DATE_FORMAT = 'DD/MM/YYYY';

insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0001', 'Bengt Huey', '06/05/2019', 'F', '368-369-5392', 'bhuey0@psu.edu', 'Japan');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0047', 'Carita Whalley', '28/10/2011', 'M', '162-976-9335', 'cwhalley1a@phoca.cz', 'Niger');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0048', 'Flynn Kenwyn', '17/11/2010', 'M', '927-264-4693', 'fkenwyn1b@illinois.edu', 'Sweden');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0049', 'Melisandra Sket', '03/04/1975', 'M', '201-274-2479', 'msket1c@tripadvisor.com', 'Brazil');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0050', 'Zechariah Shackelton', '24/08/1988', 'F', '867-338-4662', 'zshackelton1d@seattletimes.com', 'Russia');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0051', 'Darrell Kille', '15/06/1973', 'F', '120-597-5414', 'dkille1e@craigslist.org', 'Colombia');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0052', 'Loy Llorente', '03/05/1993', 'M', '929-959-8831', 'lllorente1f@weibo.com', 'Turkmenistan');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0053', 'Jeddy Mumbray', '31/08/1985', 'F', '574-864-4652', 'jmumbray1g@people.com.cn', 'Russia');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0054', 'Kally Semmence', '26/06/2008', 'F', '288-614-6918', 'ksemmence1h@bluehost.com', 'China');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0055', 'Vanna Bon', '12/12/1961', 'M', '867-482-5290', 'vbon1i@japanpost.jp', 'Mexico');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0056', 'Nicola Absalom', '05/10/2003', 'M', '482-252-4295', 'nabsalom1j@exblog.jp', 'Philippines');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0057', 'Doroteya Wheble', '04/09/2006', 'M', '141-843-0337', 'dwheble1k@msu.edu', 'Greece');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0058', 'Milty Ferriere', '27/02/1972', 'M', '195-755-8579', 'mferriere1l@hp.com', 'Finland');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0059', 'Twila Cattenach', '16/10/2016', 'M', '311-598-1873', 'tcattenach1m@blogs.com', 'Iran');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0060', 'Dollie Jorge', '17/03/2018', 'M', '445-718-1743', 'djorge1n@domainmarket.com', 'Palestinian Territory');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0061', 'Janina Coughlin', '20/06/1977', 'M', '174-847-0112', 'jcoughlin1o@linkedin.com', 'China');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0062', 'Kylie Greetham', '27/09/1980', 'M', '308-811-5426', 'kgreetham1p@icio.us', 'Indonesia');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0063', 'Callean Tappor', '06/04/2016', 'F', '937-975-3271', 'ctappor1q@toplist.cz', 'Poland');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0064', 'Oralle Hasser', '09/04/1967', 'M', '435-751-6791', 'ohasser1r@ft.com', 'Sweden');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0065', 'Hedvig Russell', '13/01/1968', 'F', '509-774-9936', 'hrussell1s@mapy.cz', 'Russia');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0066', 'Leanna Goudge', '05/08/1980', 'M', '200-306-9088', 'lgoudge1t@bloglovin.com', 'Canada');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0067', 'Carolina Curran', '23/04/2018', 'F', '614-337-3691', 'ccurran1u@blogspot.com', 'China');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0068', 'Mimi Goble', '03/09/1966', 'M', '714-103-8362', 'mgoble1v@dedecms.com', 'France');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0069', 'Lief Upstell', '10/01/1991', 'M', '510-422-5320', 'lupstell1w@ovh.net', 'Indonesia');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0070', 'Lauraine Saggs', '08/08/2002', 'M', '796-398-4803', 'lsaggs1x@ycombinator.com', 'Indonesia');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0071', 'Rodd Traice', '12/05/1983', 'F', '406-867-4131', 'rtraice1y@ox.ac.uk', 'Indonesia');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0072', 'Dulce Mincher', '02/10/1990', 'F', '156-563-4628', 'dmincher1z@de.vu', 'France');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0073', 'Vin Linnard', '13/04/1971', 'F', '605-705-7760', 'vlinnard20@yolasite.com', 'China');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0074', 'Dani Overall', '03/11/2017', 'F', '731-213-4898', 'doverall21@utexas.edu', 'Ukraine');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0075', 'Ora Wanless', '07/06/1997', 'F', '292-311-6320', 'owanless22@diigo.com', 'Chile');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0076', 'Lucine Sisson', '16/06/1985', 'F', '515-970-9960', 'lsisson23@spiegel.de', 'China');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0077', 'Orlando Filson', '30/06/1983', 'F', '295-934-0813', 'ofilson24@fda.gov', 'Kazakhstan');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0078', 'Nan Brookshaw', '11/07/1975', 'F', '589-146-9004', 'nbrookshaw25@taobao.com', 'China');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0079', 'Tallou Gusticke', '04/11/1969', 'M', '595-367-4734', 'tgusticke26@mapy.cz', 'China');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0080', 'Rodi Thurner', '24/04/1995', 'F', '515-713-1154', 'rthurner27@disqus.com', 'Haiti');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0081', 'Susette Hayman', '05/02/1980', 'F', '828-412-1698', 'shayman28@cam.ac.uk', 'China');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0082', 'Darrin Cakebread', '12/02/1963', 'M', '874-525-1371', 'dcakebread29@comsenz.com', 'Sweden');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0083', 'Nilson Pollock', '25/10/1974', 'M', '129-503-0469', 'npollock2a@oaic.gov.au', 'Japan');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0084', 'Lydon Saltsberg', '26/12/1973', 'F', '562-798-6606', 'lsaltsberg2b@mysql.com', 'China');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0085', 'Martynne Vasiljevic', '08/11/1979', 'F', '887-595-0251', 'mvasiljevic2c@newyorker.com', 'China');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0086', 'Angela Harwell', '04/05/1991', 'M', '280-430-8836', 'aharwell2d@state.gov', 'Mexico');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0087', 'Christan Giaomozzo', '07/08/1975', 'F', '950-857-6821', 'cgiaomozzo2e@blogger.com', 'Indonesia');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0088', 'Erin Avrasin', '06/11/2000', 'F', '318-311-1689', 'eavrasin2f@forbes.com', 'Jamaica');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0089', 'Stan Peres', '17/02/1992', 'F', '672-588-4927', 'speres2g@alexa.com', 'Mali');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0090', 'Normie Lovejoy', '03/11/1975', 'M', '686-370-3303', 'nlovejoy2h@shutterfly.com', 'Argentina');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0091', 'Ezmeralda Collman', '06/06/2012', 'M', '311-798-2538', 'ecollman2i@baidu.com', 'Brazil');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0092', 'Dionisio Rothchild', '03/05/2013', 'M', '305-999-1374', 'drothchild2j@seattletimes.com', 'China');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0093', 'Efrem Reinhart', '21/11/1965', 'M', '730-478-7661', 'ereinhart2k@ucoz.ru', 'Poland');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0094', 'Garnet Vyel', '11/12/2006', 'M', '265-941-9300', 'gvyel2l@digg.com', 'China');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0095', 'Alden Byart', '02/03/2010', 'F', '272-194-1958', 'abyart2m@parallels.com', 'Russia');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0096', 'Loraine Oldmeadow', '20/04/1985', 'M', '768-160-1434', 'loldmeadow2n@nasa.gov', 'Luxembourg');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0097', 'Craig Kirkbright', '28/05/1994', 'M', '724-491-4598', 'ckirkbright2o@uiuc.edu', 'Mexico');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0098', 'Drucy Greggor', '20/05/1997', 'M', '618-712-9420', 'dgreggor2p@imdb.com', 'Ireland');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0099', 'Etienne Demetr', '19/10/2001', 'F', '807-427-6603', 'edemetr2q@ucsd.edu', 'Russia');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0100', 'Roldan Primarolo', '06/05/2007', 'M', '151-768-7268', 'rprimarolo2r@mysql.com', 'Ukraine');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0101', 'Shelli Craydon', '05/12/1979', 'F', '607-514-5930', 'scraydon2s@bloglines.com', 'Japan');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0102', 'Goldi Hamblin', '07/02/1965', 'F', '583-986-1171', 'ghamblin2t@vkontakte.ru', 'Russia');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0103', 'Craig Towey', '29/07/2019', 'M', '835-839-4981', 'ctowey2u@mlb.com', 'Russia');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0104', 'Abner Egarr', '04/02/2007', 'M', '149-130-4109', 'aegarr2v@themeforest.net', 'Bosnia and Herzegovina');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0105', 'Robbin Putterill', '03/05/2004', 'M', '780-520-9149', 'rputterill2w@wsj.com', 'China');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0106', 'Fairfax Insoll', '12/11/1968', 'F', '671-655-4440', 'finsoll2x@infoseek.co.jp', 'Philippines');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0107', 'Alene Aslum', '19/07/2019', 'F', '336-526-8841', 'aaslum2y@list-manage.com', 'Philippines');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0108', 'Lorrayne Sturdgess', '29/09/1989', 'M', '187-813-8620', 'lsturdgess2z@photobucket.com', 'Bulgaria');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0109', 'Glenine Peerless', '10/03/2018', 'M', '542-704-8181', 'gpeerless30@tripadvisor.com', 'Philippines');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0110', 'Muriel Tredwell', '06/09/2003', 'F', '499-385-7694', 'mtredwell31@usda.gov', 'Colombia');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0111', 'Loren Kuhnert', '21/08/1971', 'M', '116-329-6086', 'lkuhnert32@hexun.com', 'Indonesia');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0112', 'Larine Kiloh', '23/05/2015', 'M', '548-973-1112', 'lkiloh33@simplemachines.org', 'Portugal');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0113', 'Nikkie Sugar', '02/07/1991', 'F', '317-862-1453', 'nsugar34@slate.com', 'France');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0114', 'Markus Gurge', '28/01/2009', 'F', '340-541-7104', 'mgurge35@oakley.com', 'Egypt');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0115', 'Libbi Glencros', '10/03/1998', 'M', '952-893-8520', 'lglencros36@aol.com', 'France');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0116', 'Ulrika Dahlberg', '21/05/1992', 'F', '634-942-4688', 'udahlberg37@aboutads.info', 'China');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0117', 'Ninon Steggals', '30/03/2004', 'F', '556-372-5001', 'nsteggals38@163.com', 'Poland');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0118', 'Verine Bartoszewicz', '25/01/2019', 'F', '519-992-8046', 'vbartoszewicz39@altervista.org', 'Poland');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0119', 'Lindon Silcox', '14/03/1991', 'F', '615-320-5953', 'lsilcox3a@berkeley.edu', 'Iran');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0120', 'Andriana Blumson', '10/11/2007', 'F', '329-746-2305', 'ablumson3b@typepad.com', 'Kazakhstan');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0121', 'Shawna Linskill', '06/11/1992', 'M', '287-636-1016', 'slinskill3c@wufoo.com', 'Indonesia');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0122', 'Evelin Balentyne', '03/03/2002', 'M', '849-576-0199', 'ebalentyne3d@yelp.com', 'Panama');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0123', 'Burke Tonkes', '23/05/2016', 'M', '743-428-5579', 'btonkes3e@miibeian.gov.cn', 'Mexico');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0124', 'Aundrea Broseke', '04/12/1985', 'M', '220-606-0900', 'abroseke3f@ebay.co.uk', 'Central African Republic');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0125', 'Leon Penniall', '19/03/1972', 'M', '173-434-6748', 'lpenniall3g@ca.gov', 'Philippines');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0126', 'Aile Beecraft', '11/06/1977', 'F', '203-569-4685', 'abeecraft3h@meetup.com', 'Poland');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0127', 'Gertruda De Gowe', '28/11/2018', 'F', '373-627-0284', 'gde3i@omniture.com', 'China');
insert into Customer (Customer_ID, Customer_Name, Date_of_Birth, Gender, Phone_No, Email, Country) values ('C0128', 'Dag Danielczyk', '20/03/1984', 'M', '693-556-8670', 'ddanielczyk3j@usnews.com', 'Indonesia');
